char_entropy,component_char_entropy,component_duplicate_cluster_penalty,component_language_consistency,component_length_prior,component_lexical_diversity,component_ngram_repetition_penalty,component_non_linguistic_symbol_penalty,component_optional_lm_surprisal,component_pii_density_penalty,component_repetition_penalty,component_token_entropy,component_url_html_noise_penalty,dev_loss_proxy,document_index,error_type,excerpt,hdqspp_score,hdqspp_v2_score,information_density,kept_by_hdqspp,kept_by_hdqspp_v2,length_chars,repetition_rate,split,symbol_fraction,token_count,token_diversity,token_entropy,trigram_repetition_rate,v2_component_char_entropy,v2_component_duplicate_cluster_penalty,v2_component_language_consistency,v2_component_length_prior,v2_component_lexical_diversity,v2_component_ngram_repetition_penalty,v2_component_non_linguistic_symbol_penalty,v2_component_optional_lm_surprisal,v2_component_pii_density_penalty,v2_component_repetition_penalty,v2_component_token_entropy,v2_component_url_html_noise_penalty,v2_component_v2_base_quality,v2_component_v2_length_bin,v2_component_v2_length_distribution_match,v2_component_v2_quality_diversity_balance,v2_component_v2_repetition_capped,v2_component_v2_token_frequency_preservation
3.5916358740112986,0.7183271748022597,1.0,1.0,1.0,0.3333333333333333,0.75,0.0,1.0,1.0,0.6,0.1147869792568112,0.0,4.688738206053402,234,v1_dropped_low_proxy_loss,"= <unk> points , <unk> = <unk> points , <unk>",0.5483153154633715,0.6715470579877822,0.3060986113514965,False,False,45.0,0.4,train,0.26666666666666666,6.0,0.3333333333333333,0.9182958340544896,0.25,0.7183271748022597,1.0,1.0,1.0,0.3333333333333333,0.75,0.0,1.0,1.0,0.6,0.1147869792568112,0.0,0.5724771492730354,0-1327,0.8186057994629988,0.3982686527840538,0.6,1.0
4.4798001953651685,0.8959600390730337,1.0,1.0,0.0,0.35424354243542433,0.8833333333333333,0.8621951219512195,1.0,1.0,0.7060998151571165,0.7907819299827787,0.0,8.265984554263952,203,v1_dropped_low_proxy_loss,"= Hope Highway = The Hope Highway , also known as the Hope Road <unk> , is a Forest Highway located in the Kenai Peninsula Borough , in the U.S. state of Alaska . The highway connects the city of Hope to the Seward Highw",0.6577844224983147,0.7583114137487977,2.24103513736817,False,True,3280.0,0.2939001848428835,train,0.034451219512195125,542.0,0.35424354243542433,6.32625543986223,0.1166666666666667,0.8959600390730337,1.0,1.0,0.0,0.35424354243542433,0.8833333333333333,0.8621951219512195,1.0,1.0,0.7060998151571165,0.7907819299827787,0.0,0.7026791670789242,0-1327,0.9720134467203956,0.637595951644013,0.7060998151571165,0.7915129151291513
4.6408910146264795,0.9281782029252958,1.0,1.0,0.0,0.30446194225721784,0.9281332164767747,0.7540908395779171,1.0,1.0,0.7364273204903677,0.8954052103630841,0.0,8.362833153195995,575,v1_dropped_low_proxy_loss,= M @-@ 47 ( Michigan highway ) = M @-@ 47 is a north – south state trunkline highway in the US state of Michigan . It runs near Saginaw and Midland in the Tri @-@ Cities area of the Lower Peninsula . The highway runs th,0.6620963149148112,0.77493273870776,2.180934475635018,False,True,6539.0,0.26357267950963226,train,0.06147729010552072,1143.0,0.30446194225721784,7.163241682904673,0.07186678352322529,0.9281782029252958,1.0,1.0,0.0,0.30446194225721784,0.9281332164767747,0.7540908395779171,1.0,1.0,0.7364273204903677,0.8954052103630841,0.0,0.7141271980417464,0-1327,0.998285704819259,0.6570303871759486,0.7364273204903677,0.8022747156605424
4.478480388719643,0.8956960777439287,1.0,1.0,0.0,0.23433970014376668,0.9204848982946373,0.8682476943346509,1.0,1.0,0.7210353327855382,1.0,0.0,8.542873275739408,591,v1_dropped_low_proxy_loss,= 2 / 4th Machine Gun Battalion ( Australia ) = The 2 / 4th Machine Gun Battalion was an Australian Army unit raised for service with the all volunteer Second Australian Imperial Force ( 2nd AIF ) during the Second World,0.6689912554222636,0.7744160490121763,1.9648876634821604,False,True,30360.0,0.2789646672144618,train,0.03293807641633729,4869.0,0.23433970014376668,8.384783552580753,0.07951510170536269,0.8956960777439287,1.0,1.0,0.0,0.23433970014376668,0.9204848982946373,0.8682476943346509,1.0,1.0,0.7210353327855382,1.0,0.0,0.716437629070908,4487-1000000000,1.0,0.6668037395713957,0.7210353327855382,0.791538303553091
4.542540461723784,0.9085080923447568,1.0,1.0,0.0,0.28805237315875615,0.7963875205254516,0.856241426611797,1.0,1.0,0.6262295081967213,0.8135293837112559,0.0,8.609188495261092,266,v1_dropped_low_proxy_loss,"= New Jersey Route 65 = Route 65 is a former state highway in the city of Newark , New Jersey . The route went for 4 @.@ 12 miles ( 6 @.@ 63 km ) along Port Street and Doremus Avenue through the industrial districts of t",0.6340929877821943,0.7429652177467427,1.8747125568992609,False,False,3645.0,0.3737704918032787,train,0.035939643347050756,611.0,0.28805237315875615,6.5082350696900475,0.2036124794745484,0.9085080923447568,1.0,1.0,0.0,0.28805237315875615,0.7963875205254516,0.856241426611797,1.0,1.0,0.6262295081967213,0.8135293837112559,0.0,0.6857224588398416,0-1327,0.9762309225302663,0.6182566686374239,0.6262295081967213,0.7921440261865794
4.453960350477767,0.8907920700955534,1.0,1.0,0.0,0.3621837549933422,0.8731642189586115,0.8145635459068294,1.0,1.0,0.74,0.895892727695088,0.0,8.625091957770639,276,v1_dropped_low_proxy_loss,"= St Mary 's Church , Rhodogeidio = St Mary 's Church , Rhodogeidio is a small medieval church , dating from the 15th century , near <unk> @-@ y @-@ <unk> , in Anglesey , north Wales . It served as a chapel of ease to an",0.6652467114398374,0.7730239752652979,2.5958223375026783,False,True,4422.0,0.26,train,0.046359113523292625,751.0,0.3621837549933422,7.167141821560704,0.12683578104138848,0.8907920700955534,1.0,1.0,0.0,0.3621837549933422,0.8731642189586115,0.8145635459068294,1.0,1.0,0.74,0.895892727695088,0.0,0.7175318941604689,0-1327,0.983493884780754,0.6732850677523421,0.74,0.7842876165113183
4.319813855345883,0.8639627710691766,1.0,1.0,1.0,0.5555555555555556,0.8,0.2832369942196532,1.0,1.0,0.7307692307692307,0.38593709513777674,0.0,8.655852417781032,130,v1_dropped_low_proxy_loss,= De <unk> a <unk> : interviews with persons affected by the 2010 Haiti earthquake = <unk> <unk> <unk> <unk> <unk> <unk> <unk> a <unk> . United States : <unk> . ISBN <unk> .,0.6593372445872047,0.731747110195444,1.715275978390119,False,False,173.0,0.2692307692307693,train,0.1791907514450867,27.0,0.5555555555555556,3.087496761102214,0.19999999999999996,0.8639627710691766,1.0,1.0,1.0,0.5555555555555556,0.8,0.2832369942196532,1.0,1.0,0.7307692307692307,0.38593709513777674,0.0,0.6888162898062616,0-1327,0.8674815571550226,0.579781307576464,0.7307692307692307,0.8148148148148148
4.58658858237915,0.91731771647583,1.0,1.0,0.0,0.3152064451158107,0.9334006054490414,0.797986577181208,1.0,1.0,0.7540322580645161,0.8897547365535816,0.0,8.676285110699242,627,v1_dropped_low_proxy_loss,= M @-@ 81 ( Michigan highway ) = M @-@ 81 is a state trunkline highway in the Lower Peninsula of the US state of Michigan . The trunkline travels from the city of Saginaw at the junction with M @-@ 13 to the junction wi,0.6689752111172067,0.7756799484505471,2.243651420272073,False,True,5960.0,0.24596774193548387,train,0.05050335570469799,993.0,0.3152064451158107,7.118037892428653,0.06659939455095865,0.91731771647583,1.0,1.0,0.0,0.3152064451158107,0.9334006054490414,0.797986577181208,1.0,1.0,0.7540322580645161,0.8897547365535816,0.0,0.7170675445058561,0-1327,0.9933304533490768,0.6597740676702761,0.7540322580645161,0.7945619335347432
4.462799389521589,0.8925598779043178,1.0,1.0,0.0,0.30152949745083757,0.9008023340627279,0.8033286748824799,1.0,1.0,0.7230320699708455,0.9165008536628397,0.0,8.8024381035316,224,v1_dropped_low_proxy_loss,"= St Peulan 's Church , Llanbeulan = St Peulan 's Church , Llanbeulan is a disused medieval church in Llanbeulan , in Anglesey , north Wales . The nave , which is the oldest part of the building , dates from the 12th cen",0.6603431385910953,0.7682857297315469,2.2108163345457577,False,True,7871.0,0.27696793002915454,train,0.04916783127938,1373.0,0.30152949745083757,7.332006829302718,0.09919766593727208,0.8925598779043178,1.0,1.0,0.0,0.30152949745083757,0.9008023340627279,0.8033286748824799,1.0,1.0,0.7230320699708455,0.9165008536628397,0.0,0.7111286410408437,1327-1869,1.0,0.6600719082988411,0.7230320699708455,0.774217042971595
4.613296596689974,0.9226593193379948,1.0,1.0,0.0,0.2721991701244813,0.9240033222591362,0.8129997949559156,1.0,1.0,0.7231216272312163,0.9773187097092495,0.0,8.81747997333541,303,v1_dropped_low_proxy_loss,"= M @-@ 5 ( Michigan highway ) = M @-@ 5 , commonly referred to as Grand River Avenue and the northern section as the Haggerty Connector , is a 20 @.@ <unk> @-@ mile @-@ long ( 33 @.@ 486 km ) state trunkline highway in ",0.6687525193719907,0.7743217990890174,2.1282027338398923,False,True,14631.0,0.2768783727687837,train,0.04675005126102112,2410.0,0.2721991701244813,7.818549677673996,0.07599667774086383,0.9226593193379948,1.0,1.0,0.0,0.2721991701244813,0.9240033222591362,0.8129997949559156,1.0,1.0,0.7231216272312163,0.9773187097092495,0.0,0.7208576957493252,1869-2952,1.0,0.6728083178330952,0.7231216272312163,0.775103734439834
